elapsed_s,total_sent_bytes,total_recv_bytes,delta_sent_bps,delta_recv_bps,delta_total_bps,delta_sent_gbps,delta_recv_gbps,delta_total_gbps,uploaded_bytes,uploaded_gbps_from_callback
1172.862851,118944238331,1466578720320,68136383.413,98505607.208,166641990.622,0.068136383,0.098505607,0.166641991,4063108734,0.100519592
1173.113213,118947289877,1466581785650,97507999.982,97948448.946,195456448.928,0.097508000,0.097948449,0.195456449,4065205886,0.067011638
1173.363534,118950341605,1466584840847,97530113.364,97640979.065,195171092.428,0.097530113,0.097640979,0.195171092,4068351614,0.100534257
1173.613877,118953395384,1466587904071,97587092.384,97888918.446,195476010.830,0.097587092,0.097888918,0.195476011,4071423209,0.098156424
1173.864214,118954469119,1466590976301,34313240.086,98178941.350,132492181.437,0.034313240,0.098178941,0.132492181,4071423209,0.000000000
1174.114538,118954543305,1466594047038,2370881.916,98136505.854,100507387.770,0.002370882,0.098136506,0.100507388,4071423209,0.000000000
1174.364817,118954617591,1466597124236,2374507.056,98360772.727,100735279.783,0.002374507,0.098360773,0.100735280,4071423209,0.000000000
1174.615147,118954692191,1466600205139,2384045.755,98458628.935,100842674.690,0.002384046,0.098458629,0.100842675,4071423209,0.000000000
1174.865479,118954807839,1466603286024,3695832.945,98457701.672,102153534.617,0.003695833,0.098457702,0.102153535,4071423209,0.000000000
1175.115804,118954880130,1466606367439,2310305.969,98477147.450,100787453.419,0.002310306,0.098477147,0.100787453,4071465124,0.001339537
1175.366125,118954951825,1466609443253,2291301.507,98299982.599,100591284.106,0.002291302,0.098299983,0.100591284,4071465124,0.000000000
1175.616454,118957627305,1466612525196,85502630.940,98492320.970,183994951.910,0.085502631,0.098492321,0.183994952,4074610852,0.100530753
1175.866778,118960144997,1466615592242,80461866.706,98018441.666,178480308.372,0.080461867,0.098018442,0.178480308,4076708004,0.067022005
1176.117092,118962366571,1466618659555,71001342.252,98031098.720,169032440.972,0.071001342,0.098031099,0.169032441,4078805156,0.067024824
1176.367427,118964581179,1466621730837,70772606.835,98149484.453,168922091.289,0.070772607,0.098149484,0.168922091,4080852534,0.065428409
1176.617741,118965149907,1466624800656,18176440.871,98110843.035,116287283.906,0.018176441,0.098110843,0.116287284,4080852534,0.000000000
1176.868098,118965222080,1466627874977,2306248.185,98238222.409,100544470.594,0.002306248,0.098238222,0.100544471,4080852534,0.000000000
1177.118420,118965299617,1466630950298,2477992.316,98283681.448,100761673.765,0.002477992,0.098283681,0.100761674,4080852534,0.000000000
1177.368741,118965627209,1466634032588,10469502.332,98506808.290,108976310.622,0.010469502,0.098506808,0.108976311,4083998262,0.100534221
1177.619083,118968685835,1466637109515,97742122.941,98326953.708,196069076.649,0.097742123,0.098326954,0.196069077,4085046838,0.033508525
1177.869486,118970225584,1466640176082,49192630.912,97972136.107,147164767.020,0.049192631,0.097972136,0.147164767,4085346767,0.009582274
1178.119813,118970297667,1466643250222,2303644.805,98244060.871,100547705.675,0.002303645,0.098244061,0.100547706,4085346767,0.000000000
1178.370285,118970721923,1466646327841,13550607.747,98298215.848,111848823.594,0.013550608,0.098298216,0.111848824,4088492495,0.100473597
1178.620619,118973756623,1466649402903,96981052.112,98270915.764,195251967.876,0.096981052,0.098270916,0.195251968,4089541071,0.033509739
1178.870974,118976083196,1466652472239,74344573.107,98079224.096,172423797.203,0.074344573,0.098079224,0.172423797,4090589647,0.033506765
1179.121324,118976152596,1466655541231,2217696.750,98070512.761,100288209.511,0.002217697,0.098070513,0.100288210,4090589647,0.000000000
1179.371653,118976224996,1466658619107,2313753.231,98362507.459,100676260.690,0.002313753,0.098362507,0.100676261,4090656603,0.002139774
1179.621991,118978544042,1466661701279,74109437.009,98496550.601,172605987.610,0.074109437,0.098496551,0.172605988,4093802331,0.100527601
1179.872341,118981077119,1466664769248,80945176.688,98037798.605,178982975.293,0.080945177,0.098037799,0.178982975,4095899483,0.067015073
1180.122680,118982297773,1466667834576,39007985.115,97957544.887,136965530.001,0.039007985,0.097957545,0.136965530,4095899483,0.000000000
1180.373008,118982473644,1466670906551,5620492.159,98174294.798,103794786.957,0.005620492,0.098174295,0.103794787,4096065859,0.005317051
1180.623355,118982587066,1466673983138,3624474.462,98314357.095,101938831.557,0.003624474,0.098314357,0.101938832,4096065859,0.000000000
1180.873682,118982692931,1466677063510,3383252.892,98443087.683,101826340.575,0.003383253,0.098443088,0.101826341,4096095200,0.000937685
1181.124005,118985470787,1466680126165,88776868.771,97878695.305,186655564.076,0.088776869,0.097878695,0.186655564,4099240928,0.100533606
1181.374332,118988524341,1466683188368,97585916.219,97862322.200,195448238.419,0.097585916,0.097862322,0.195448238,4100289504,0.033510542
1181.624657,118991575775,1466686249683,97519291.964,97835074.027,195354365.991,0.097519292,0.097835074,0.195354366,4100817796,0.016883427
1181.874998,118993956900,1466689303885,76092063.111,97601147.078,173693210.189,0.076092063,0.097601147,0.173693210,4100817796,0.000000000
1182.125330,118994057621,1466692377886,3218798.324,98237599.574,101456397.897,0.003218798,0.098237600,0.101456398,4100817796,0.000000000
1182.375669,118994190133,1466695457628,4234646.985,98418408.715,102653055.700,0.004234647,0.098418409,0.102653056,4100817796,0.000000000
1182.626002,118994263604,1466698537794,2347941.321,98434062.780,100782004.101,0.002347941,0.098434063,0.100782004,4100847137,0.000937662
1182.876331,118996227464,1466701618206,62760978.011,98443712.788,161204690.799,0.062760978,0.098443713,0.161204691,4103992865,0.100531080
1183.126675,118999280014,1466704683434,97547516.647,97952655.765,195500172.412,0.097547517,0.097952656,0.195500172,4106090017,0.067016747
1183.377017,119001716151,1466707740367,77849710.279,97687998.825,175537709.104,0.077849710,0.097687999,0.175537709,4107755253,0.053214635
1183.627390,119001788195,1466710805332,2301973.676,97932773.712,100234747.389,0.002301974,0.097932774,0.100234747,4107755253,0.000000000
1183.877723,119001892769,1466713887149,3341924.951,98487206.440,101829131.391,0.003341925,0.098487206,0.101829131,4107755253,0.000000000
1184.128082,119001967127,1466716967510,2376044.579,98430230.196,100806274.776,0.002376045,0.098430230,0.100806275,4107784594,0.000937566
1184.378407,119003049587,1466720047989,34593706.532,98447228.076,133040934.608,0.034593707,0.098447228,0.133040935,4110930322,0.100532483
1184.628746,119006094649,1466723117733,97310053.367,98098807.992,195408861.359,0.097310053,0.098098808,0.195408861,4111978898,0.033509001
1184.879104,119008632837,1466726180795,81105782.974,97877715.051,178983498.025,0.081105783,0.097877715,0.178983498,4114076050,0.067012828
1185.129446,119009500879,1466729252885,27739428.421,98172692.862,125912121.282,0.027739428,0.098172693,0.125912121,4114564714,0.015615903
1185.379778,119009579524,1466732327168,2513301.190,98246539.785,100759840.975,0.002513301,0.098246540,0.100759841,4114564714,0.000000000
1185.630104,119010239534,1466735403468,21092794.411,98313303.504,119406097.915,0.021092794,0.098313304,0.119406098,4115014215,0.014365286
1185.880434,119013260538,1466738459765,96544581.016,97672466.944,194217047.960,0.096544581,0.097672467,0.194217048,4115014215,0.000000000
1186.130764,119014810617,1466741525422,49537135.617,97971694.710,147508830.327,0.049537136,0.097971695,0.147508830,4115014215,0.000000000
1186.381103,119015201867,1466744604254,12503048.317,98389227.488,110892275.805,0.012503048,0.098389227,0.110892276,4115015769,0.000049661
1186.631443,119018258523,1466747667421,97680293.323,97888362.661,195568655.984,0.097680293,0.097888363,0.195568656,4115525203,0.016279772
1186.881763,119021103764,1466750721036,90931359.137,97590805.921,188522165.058,0.090931359,0.097590806,0.188522165,4115525203,0.000000000
1187.132105,119021545889,1466753797529,14128667.576,98313252.803,112441920.379,0.014128668,0.098313253,0.112441920,4115525203,0.000000000
1187.382425,119021615583,1466756877584,2227360.667,98435925.030,100663285.697,0.002227361,0.098435925,0.100663286,4115528605,0.000108725
1187.632746,119021793143,1466759954783,5674616.337,98343792.062,104018408.399,0.005674616,0.098343792,0.104018408,4115528605,0.000000000
1187.883089,119021867069,1466763033111,2362394.678,98371691.755,100734086.433,0.002362395,0.098371692,0.100734086,4115629168,0.003213612
1188.133422,119021939458,1466766113121,2313370.200,98429365.641,100742735.841,0.002313370,0.098429366,0.100742736,4115629168,0.000000000
1188.383739,119022274460,1466769192692,10706451.859,98421139.751,109127591.610,0.010706452,0.098421140,0.109127592,4118774896,0.100535476
1188.634070,119025327570,1466772263234,97570323.629,98127409.971,195697733.600,0.097570324,0.098127410,0.195697734,4119823472,0.033510060
1188.884407,119027786581,1466775333802,78582498.857,98125997.139,176708495.997,0.078582499,0.098125997,0.176708496,4121920624,0.067018588
1189.134732,119029993808,1466778401514,70539701.210,98039525.558,168579226.769,0.070539701,0.098039526,0.168579227,4124017776,0.067021867
1189.385051,119032225282,1466781471039,71316026.976,98099430.109,169415457.085,0.071316027,0.098099430,0.169415457,4126114928,0.067023209
1189.635380,119034459110,1466784541266,71388662.742,98118297.310,169506960.052,0.071388663,0.098118297,0.169506960,4128212080,0.067020772
1189.885735,119036725132,1466787607484,72409734.744,97979645.408,170389380.152,0.072409735,0.097979645,0.170389380,4130309232,0.067013568
1190.136066,119038253074,1466790679170,48829508.189,98164011.914,146993520.103,0.048829508,0.098164012,0.146993520,4130653745,0.011009842
1190.386422,119038321382,1466793750338,2182752.597,98137845.177,100320597.774,0.002182753,0.098137845,0.100320598,4130653745,0.000000000
1190.636776,119038394378,1466796829185,2332569.492,98383809.847,100716379.339,0.002332569,0.098383810,0.100716379,4130653745,0.000000000
1190.887120,119038464992,1466799907151,2256542.618,98359552.721,100616095.339,0.002256543,0.098359553,0.100616095,4130653745,0.000000000
1191.137458,119038640124,1466802990359,5596659.555,98529483.557,104126143.112,0.005596660,0.098529484,0.104126143,4130653745,0.000000000
1191.387777,119038715256,1466806065661,2401153.731,98283991.799,100685145.531,0.002401154,0.098283992,0.100685146,4130754308,0.003213906
1191.638116,119038787347,1466809148278,2303786.333,98510090.237,100813876.571,0.002303786,0.098510090,0.100813877,4130754308,0.000000000
1191.888451,119040924214,1466812225805,68288297.229,98349161.883,166637459.111,0.068288297,0.098349162,0.166637459,4133900036,0.100528675
1192.138782,119043967549,1466815291612,97258144.343,97976298.940,195234443.283,0.097258144,0.097976299,0.195234443,4135997188,0.067020263
1192.389110,119047007359,1466818351141,97146465.389,97776646.601,194923111.990,0.097146465,0.097776647,0.194923112,4140055500,0.129695825
1192.639442,119050062799,1466821404339,97644461.662,97572812.773,195217274.435,0.097644462,0.097572813,0.195217274,4143201228,0.100529847
1192.889775,119053117909,1466824464239,97633281.110,97786356.913,195419638.023,0.097633281,0.097786357,0.195419638,4145298380,0.067019463
1193.140108,119056159911,1466827520447,97214758.265,97668746.414,194883504.679,0.097214758,0.097668746,0.194883505,4147395532,0.067019721
1193.390464,119059219749,1466830580613,97775279.336,97785760.378,195561039.713,0.097775279,0.097785760,0.195561040,4148444108,0.033506614
1193.640799,119061760788,1466833633877,81204581.650,97573876.586,178778458.236,0.081204582,0.097573877,0.178778458,4148444108,0.000000000
1193.891195,119062644445,1466836700123,28232285.203,97964630.590,126196915.793,0.028232285,0.097964631,0.126196916,4148444108,0.000000000
1194.141554,119063678784,1466839772686,33051393.602,98181050.004,131232443.606,0.033051394,0.098181050,0.131232444,4148444108,0.000000000
1194.391888,119066735713,1466842828937,97691345.215,97669678.133,195361023.348,0.097691345,0.097669678,0.195361023,4148444108,0.000000000
1194.642212,119068154843,1466845897054,45353384.739,98052673.628,143406058.367,0.045353385,0.098052674,0.143406058,4148444108,0.000000000
1194.892540,119068654776,1466848971748,15976857.168,98261060.731,114237917.900,0.015976857,0.098261061,0.114237918,4148544671,0.003213792
1195.142900,119068728642,1466852053367,2360312.819,98469997.423,100830310.242,0.002360313,0.098469997,0.100830310,4148544671,0.000000000
1195.393237,119069597718,1466855132224,27773050.140,98390992.084,126164042.224,0.027773050,0.098390992,0.126164042,4152191454,0.116540196
1195.643574,119070307395,1466858206282,22679108.798,98237502.179,120916610.977,0.022679109,0.098237502,0.120916611,4152191454,0.000000000
1195.893891,119070767387,1466861277797,14701069.644,98163785.297,112864854.940,0.014701070,0.098163785,0.112864855,4152191454,0.000000000
1196.144213,119071240283,1466864353848,15113185.784,98306879.832,113420065.616,0.015113186,0.098306880,0.113420066,4153240030,0.033511224
1196.394550,119071730433,1466867434140,15663733.406,98436953.380,114100686.786,0.015663733,0.098436953,0.114100687,4153240030,0.000000000
1196.644883,119072238821,1466870511312,16246786.133,98338582.696,114585368.829,0.016246786,0.098338583,0.114585369,4153240030,0.000000000
1196.895209,119072752289,1466873582362,16409575.945,98145606.358,114555182.302,0.016409576,0.098145606,0.114555182,4154288606,0.033510730
1197.145545,119073418301,1466876660816,21283733.456,98378098.881,119661832.337,0.021283733,0.098378099,0.119661832,4154288606,0.000000000
1197.395884,119074091757,1466879734805,21521397.794,98234391.085,119755788.878,0.021521398,0.098234391,0.119755789,4155337182,0.033508976
1197.646215,119074765397,1466882814265,21527969.303,98412386.958,119940356.261,0.021527969,0.098412387,0.119940356,4155337182,0.000000000
1197.896541,119075386395,1466885887511,19846063.481,98215831.950,118061895.431,0.019846063,0.098215832,0.118061895,4156385758,0.033510745
1198.146862,119075955061,1466888963350,18173992.369,98300715.206,116474707.575,0.018173992,0.098300715,0.116474708,4156385758,0.000000000
1198.397203,119076529519,1466892041068,18357643.271,98352967.721,116710610.992,0.018357643,0.098352968,0.116710611,4157434334,0.033508775
1198.647517,119077129939,1466895114126,19189327.075,98214441.697,117403768.772,0.019189327,0.098214442,0.117403769,4157434334,0.000000000
1198.897882,119077718933,1466898194714,18820331.745,98435108.219,117255439.965,0.018820332,0.098435108,0.117255440,4158482910,0.033505516
1199.148230,119078387049,1466901267950,21349997.330,98206868.857,119556866.187,0.021349997,0.098206869,0.119556866,4158482910,0.000000000
1199.398551,119079138019,1466904344624,24000208.181,98327252.096,122327460.277,0.024000208,0.098327252,0.122327460,4159531486,0.033511382
1199.648883,119079910917,1466907417863,24699935.671,98213225.549,122913161.219,0.024699936,0.098213226,0.122913161,4160580062,0.033509932
1199.899246,119080612683,1466910493184,22423960.932,98267624.760,120691585.692,0.022423961,0.098267625,0.120691586,4160580062,0.000000000
1200.149572,119081216717,1466913571006,19303931.810,98362122.018,117666053.828,0.019303932,0.098362122,0.117666054,4161628638,0.033510762
1200.399911,119081824897,1466916645210,19435335.485,98240958.416,117676293.901,0.019435335,0.098240958,0.117676294,4161628638,0.000000000
1200.650235,119082432245,1466919721364,19409981.130,98309521.221,117719502.351,0.019409981,0.098309521,0.117719502,4162677214,0.033511003
1200.900589,119083067011,1466922798398,20283822.237,98326014.112,118609836.349,0.020283822,0.098326014,0.118609836,4162677214,0.000000000
1201.150920,119083695533,1466925873796,20086109.429,98282607.075,118368716.504,0.020086109,0.098282607,0.118368717,4163725790,0.033510064
1201.401242,119084413287,1466928948360,22938607.112,98259592.615,121198199.727,0.022938607,0.098259593,0.121198200,4163725790,0.000000000
1201.651573,119085215683,1466932022736,25642730.975,98249987.144,123892718.119,0.025642731,0.098249987,0.123892718,4164774366,0.033510078
1201.901918,119085999429,1466935098280,25045309.172,98281777.965,123327087.137,0.025045309,0.098281778,0.123327087,4165822942,0.033508190
1202.152249,119086648281,1466938170848,20735774.418,98192002.077,118927776.495,0.020735774,0.098192002,0.118927776,4165822942,0.000000000
1202.402584,119087261849,1466941245672,19607928.905,98262833.765,117870762.670,0.019607929,0.098262834,0.117870763,4165822942,0.000000000
1202.652905,119087873675,1466944321577,19553310.064,98302661.530,117855971.594,0.019553310,0.098302662,0.117855972,4165822942,0.000000000
1202.903233,119088484267,1466947398181,19513314.665,98322188.880,117835503.545,0.019513315,0.098322189,0.117835504,4165822942,0.000000000
1203.153569,119088937414,1466950476279,14481284.135,98367222.409,112848506.544,0.014481284,0.098367222,0.112848507,4165822942,0.000000000
1203.403892,119089010848,1466953549456,2346855.778,98214766.982,100561622.760,0.002346856,0.098214767,0.100561623,4165822942,0.000000000
1203.654243,119089084594,1466956631783,2356556.805,98495900.369,100852457.174,0.002356557,0.098495900,0.100852457,4165822942,0.000000000
1203.904561,119089155997,1466959710408,2281994.654,98390905.011,100672899.665,0.002281995,0.098390905,0.100672900,4165822942,0.000000000
1204.154906,119089228512,1466962790647,2317284.122,98431895.849,100749179.971,0.002317284,0.098431896,0.100749180,4165824488,0.000049404
1204.405292,119089373432,1466965872446,4630293.253,98465588.726,103095881.979,0.004630293,0.098465589,0.103095882,4165824488,0.000000000
1204.655651,119089445211,1466968951347,2293631.977,98383451.830,100677083.808,0.002293632,0.098383452,0.100677084,4165892563,0.002175274
1204.906007,119089521074,1466972031332,2424161.812,98419282.362,100843444.174,0.002424162,0.098419282,0.100843444,4165892563,0.000000000
1205.156350,119089594053,1466975113374,2332132.093,98490374.767,100822506.860,0.002332132,0.098490375,0.100822507,4165895873,0.000105775
1205.406691,119089690980,1466978191463,3097436.940,98364610.203,101462047.143,0.003097437,0.098364610,0.101462047,4165895873,0.000000000
1205.657078,119089760175,1466981271850,2210814.016,98419867.848,100630681.865,0.002210814,0.098419868,0.100630682,4165921023,0.000803555
1205.907435,119090372363,1466984352439,19562109.557,98438420.090,118000529.646,0.019562110,0.098438420,0.118000530,4169066751,0.100519899
1206.157768,119090983917,1466987428177,19543735.067,98292887.638,117836622.705,0.019543735,0.098292888,0.117836623,4169066751,0.000000000
1206.408116,119091598025,1466990503342,19624112.782,98268357.982,117892470.764,0.019624113,0.098268358,0.117892471,4169066751,0.000000000
1206.658434,119092361763,1466993577985,24408541.681,98263477.553,122672019.234,0.024408542,0.098263478,0.122672019,4169867241,0.025583110
1206.908755,119093245541,1466996653265,28244690.486,98282975.769,126527666.256,0.028244690,0.098282976,0.126527666,4169867241,0.000000000
1207.159084,119093980097,1466999726210,23474846.050,98204780.568,121679626.618,0.023474846,0.098204781,0.121679627,4169867241,0.000000000
1207.409423,119094358229,1467002802818,12083844.590,98318187.658,110402032.247,0.012083845,0.098318188,0.110402032,4169867241,0.000000000
1207.659761,119094427266,1467005880240,2206200.793,98344523.320,100550724.113,0.002206201,0.098344523,0.100550724,4169867241,0.000000000
1207.910133,119094526469,1467008957749,3169777.583,98333911.684,101503689.267,0.003169778,0.098333912,0.101503689,4169867241,0.000000000
1208.160563,119094600172,1467012041390,2354449.737,98507221.429,100861671.166,0.002354450,0.098507221,0.100861671,4169892391,0.000803419
1208.410899,119095225652,1467015118983,19988504.644,98350837.712,118339342.356,0.019988505,0.098350838,0.118339342,4173038119,0.100528232
1208.661242,119095851080,1467018194812,19986250.163,98291550.509,118277800.672,0.019986250,0.098291551,0.118277801,4173038119,0.000000000
1208.911594,119096477340,1467021270806,20012185.267,98293618.958,118305804.226,0.020012185,0.098293619,0.118305804,4173038119,0.000000000
1209.161917,119097106656,1467024344430,20112064.545,98228750.382,118340814.927,0.020112065,0.098228750,0.118340815,4174086695,0.033511031
1209.412258,119097742022,1467027420977,20304018.455,98315407.287,118619425.742,0.020304018,0.098315407,0.118619426,4174086695,0.000000000
1209.662597,119098488166,1467030491432,23844304.786,98121629.139,121965933.925,0.023844305,0.098121629,0.121965934,4174572182,0.015514566
1209.912921,119099388865,1467033566058,28785024.725,98260557.002,127045581.728,0.028785025,0.098260557,0.127045582,4174572182,0.000000000
1210.163262,119100040190,1467036640862,20814027.732,98259786.937,119073814.669,0.020814028,0.098259787,0.119073815,4174572182,0.000000000
1210.413588,119100112818,1467039718257,2321067.564,98348319.048,100669386.612,0.002321068,0.098348319,0.100669387,4174572182,0.000000000
1210.663920,119100211157,1467042798408,3142678.445,98434234.182,101576912.627,0.003142678,0.098434234,0.101576913,4174572182,0.000000000
1210.914240,119100283733,1467045878780,2319461.910,98445843.310,100765305.220,0.002319462,0.098445843,0.100765305,4174597332,0.000803771
1211.164569,119100944793,1467048955763,21126100.813,98333968.261,119460069.074,0.021126101,0.098333968,0.119460069,4177743060,0.100530915
1211.414909,119101610519,1467052034136,21274342.380,98374347.966,119648690.346,0.021274342,0.098374348,0.119648690,4177743060,0.000000000
1211.665237,119102287043,1467055108823,21620385.968,98260992.473,119881378.441,0.021620386,0.098260992,0.119881378,4178791636,0.033510441
1211.915560,119102970647,1467058182403,21847077.718,98227542.747,120074620.465,0.021847078,0.098227543,0.120074620,4178791636,0.000000000
1212.165885,119103667329,1467061258509,22264892.198,98307647.507,120572539.705,0.022264892,0.098307648,0.120572540,4178791636,0.000000000
1212.416244,119104372853,1467064334909,22544432.248,98303801.669,120848233.918,0.022544432,0.098303802,0.120848234,4178791636,0.000000000
1212.666566,119105162835,1467067407421,25246876.839,98193796.886,123440673.725,0.025246877,0.098193797,0.123440674,4178791636,0.000000000
1212.917040,119105334405,1467070484433,5479840.752,98277879.310,103757720.062,0.005479841,0.098277879,0.103757720,4178791636,0.000000000
1213.167370,119105494688,1467073562983,5122313.520,98384097.412,103506410.932,0.005122314,0.098384097,0.103506411,4178911085,0.003817343
1213.417709,119105568148,1467076642575,2347534.808,98413414.311,100760949.119,0.002347535,0.098413414,0.100760949,4178994444,0.002663874
1213.668037,119105727082,1467079724494,5079215.983,98492029.662,103571245.645,0.005079216,0.098492030,0.103571246,4178994444,0.000000000
1213.918356,119105797420,1467082800642,2247945.553,98311200.465,100559146.019,0.002247946,0.098311200,0.100559146,4179077703,0.002660890
1214.168681,119105870530,1467085881705,2336486.259,98466165.560,100802651.819,0.002336486,0.098466166,0.100802652,4179077703,0.000000000
1214.419022,119105944105,1467088961901,2351189.131,98431849.921,100783039.053,0.002351189,0.098431850,0.100783039,4179079258,0.000049692
1214.669350,119106114206,1467092039629,5436106.569,98358371.777,103794478.346,0.005436107,0.098358372,0.103794478,4179079258,0.000000000
1214.919688,119106186499,1467095118551,2310257.799,98392701.409,100702959.208,0.002310258,0.098392701,0.100702959,4179173398,0.003008419
1215.170012,119106264072,1467098199068,2479122.730,98448941.178,100928063.908,0.002479123,0.098448941,0.100928064,4179173398,0.000000000
1215.420350,119106339659,1467101276677,2415517.341,98350482.340,100765999.681,0.002415517,0.098350482,0.100766000,4179178568,0.000165217
1215.670677,119106442925,1467104356749,3300192.589,98433470.737,101733663.327,0.003300193,0.098433471,0.101733663,4179178568,0.000000000
1215.921013,119106512975,1467107435567,2238586.925,98389746.150,100628333.075,0.002238587,0.098389746,0.100628333,4179207909,0.000937650
1216.171347,119106608224,1467110518393,3043903.561,98518882.496,101562786.057,0.003043904,0.098518882,0.101562786,4179207909,0.000000000
1216.421675,119107342514,1467113597467,23466538.647,98401461.299,121867999.946,0.023466539,0.098401461,0.121868000,4182353637,0.100531599
1216.672012,119108091694,1467116671482,23941450.343,98235907.895,122177358.238,0.023941450,0.098235908,0.122177358,4182353637,0.000000000
1216.922360,119108856866,1467119746772,24451495.099,98272595.393,122724090.492,0.024451495,0.098272595,0.122724090,4183402213,0.033507827
1217.172707,119109634994,1467122824610,24865520.893,98354056.265,123219577.158,0.024865521,0.098354056,0.123219577,4184450789,0.033507840
1217.423062,119110435396,1467125898921,25576621.312,98238745.334,123815366.646,0.025576621,0.098238745,0.123815367,4184450789,0.000000000
1217.673423,119111258826,1467128970485,26311768.228,98148330.843,124460099.071,0.026311768,0.098148331,0.124460099,4185499365,0.033506052
1217.923799,119112097208,1467132047871,26787911.837,98328381.163,125116293.000,0.026787912,0.098328381,0.125116293,4186547941,0.033504013
1218.174169,119113223972,1467135122240,36003179.712,98234465.788,134237645.500,0.036003180,0.098234466,0.134237645,4187596517,0.033504860
1218.424482,119114415308,1467138191414,38075083.822,98090763.071,136165846.892,0.038075084,0.098090763,0.136165847,4187596517,0.000000000
1218.674798,119115607726,1467141264052,38109109.744,98200042.892,136309152.636,0.038109110,0.098200043,0.136309153,4187596517,0.000000000
1218.925124,119116209322,1467144338830,19226023.799,98264873.775,117490897.573,0.019226024,0.098264874,0.117490898,4187596517,0.000000000
1219.175457,119116280446,1467147415715,2272944.502,98329520.892,100602465.394,0.002272945,0.098329521,0.100602465,4187692312,0.003061368
1219.425825,119116352470,1467150495697,2301374.586,98414310.524,100715685.111,0.002301375,0.098414311,0.100715685,4187692312,0.000000000
1219.676168,119116428035,1467153572825,2414768.406,98333242.573,100748010.979,0.002414768,0.098333243,0.100748011,4187692312,0.000000000
1219.926491,119116532435,1467156651258,3336490.282,98382775.753,101719266.035,0.003336490,0.098382776,0.101719266,4187721653,0.000937701
1220.176909,119116605595,1467159733215,2337211.733,98457983.347,100795195.080,0.002337212,0.098457983,0.100795195,4187721653,0.000000000
1220.427233,119116785565,1467162814416,5751594.239,98470955.837,104222550.077,0.005751594,0.098470956,0.104222550,4190867381,0.100533150
1220.677568,119118070643,1467165890192,41067376.353,98292905.622,139360281.975,0.041067376,0.098292906,0.139360282,4190867381,0.000000000
1220.927924,119119300147,1467168964180,39288284.730,98227997.469,137516282.199,0.039288285,0.098227997,0.137516282,4191915957,0.033506806
1221.178246,119120598255,1467172032776,41485905.662,98068484.419,139554390.082,0.041485906,0.098068484,0.139554390,4192964533,0.033511176
1221.428575,119121779249,1467175103279,37742179.301,98127064.804,135869244.106,0.037742179,0.098127065,0.135869244,4194013109,0.033510368
1221.678939,119122917223,1467178176875,36362169.552,98211926.535,134574096.088,0.036362170,0.098211927,0.134574096,4195061685,0.033505597
1221.929254,119124096859,1467181245447,37700848.784,98070734.493,135771583.277,0.037700849,0.098070734,0.135771583,4196110261,0.033512206
1222.179597,119125318197,1467184316623,39029364.814,98143223.672,137172588.486,0.039029365,0.098143224,0.137172588,4196406095,0.009453741
1222.429964,119126309255,1467187385575,31667380.065,98062544.658,129729924.723,0.031667380,0.098062545,0.129729925,4196406095,0.000000000
1222.680315,119126406201,1467190457172,3097916.416,98153103.491,101251019.907,0.003097916,0.098153103,0.101251020,4196406095,0.000000000
1222.930638,119127900193,1467193526606,47746128.958,98095298.764,145841427.722,0.047746129,0.098095299,0.145841428,4196406095,0.000000000
1223.180982,119130784749,1467196587723,92179022.248,97821214.788,190000237.036,0.092179022,0.097821215,0.190000237,4196406095,0.000000000
1223.431328,119133635427,1467199641893,91095544.339,97598283.164,188693827.503,0.091095544,0.097598283,0.188693828,4196435436,0.000937614
1223.681656,119135152803,1467202718260,48492457.808,98314852.053,146807309.861,0.048492458,0.098314852,0.146807310,4199581164,0.100531498
1223.932010,119136692429,1467205791326,49198204.788,98198738.133,147396942.921,0.049198205,0.098198738,0.147396943,4200629740,0.033506876
1224.182336,119138051897,1467208858056,43446338.482,98007595.333,141453933.815,0.043446338,0.098007595,0.141453934,4201678316,0.033510747
1224.432669,119139455417,1467211932326,44852950.774,98245896.728,143098847.501,0.044852951,0.098245897,0.143098848,4202726892,0.033509838
1224.683009,119140904601,1467215002022,46310850.409,98096744.276,144407594.685,0.046310850,0.098096744,0.144407595,4204415314,0.053956060
1224.933340,119142409973,1467218070614,48108332.689,98065358.478,146173691.167,0.048108333,0.098065358,0.146173691,4204415314,0.000000000
1225.183671,119142880152,1467221138206,15025803.184,98032948.388,113058751.571,0.015025803,0.098032948,0.113058752,4204415314,0.000000000
1225.434019,119142955840,1467224218367,2418652.322,98428265.451,100846917.773,0.002418652,0.098428265,0.100846918,4204415314,0.000000000
1225.684348,119143298843,1467227299554,10961645.657,98468176.942,109429822.598,0.010961646,0.098468177,0.109429823,4204415314,0.000000000
1225.934669,119143370890,1467230378079,2302552.441,98386681.654,100689234.095,0.002302552,0.098386682,0.100689234,4204677455,0.008377773
1226.185005,119143900242,1467233455384,16916538.053,98341646.265,115258184.319,0.016916538,0.098341646,0.115258184,4204941826,0.008448522
1226.435325,119144151208,1467236529307,8020640.895,98239731.769,106260372.664,0.008020641,0.098239732,0.106260373,4204941826,0.000000000
1226.685694,119144425084,1467239609230,8751095.396,98412055.032,107163150.428,0.008751095,0.098412055,0.107163150,4204941826,0.000000000
1226.936020,119144503078,1467242687439,2492558.243,98374428.997,100866987.239,0.002492558,0.098374429,0.100866987,4204943379,0.000049631
